"request-date","order-id","order-type","order-status","last-updated-date","sku","fnsku","disposition","requested-quantity","cancelled-quantity","disposed-quantity","shipped-quantity","in-process-quantity","removal-fee","currency"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","QQ-PCQL-S43B","X002L0EXYR","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","V6-9SRV-QZIZ","X002UDI1VV","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","Template-set3","X003A8GAYP","Unsellable","3","1",,"2","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","4","0",,"4","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","Dumpling-2packs","X003KCWVET","Unsellable","2","0",,"2","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","4pack-chargerprotector","X003KD97CR","Unsellable","2","0",,"2","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","Dumpling2-4packs","X003KK5M2T","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-14T08:23:52-07:00","2306141Q6U","Liquidations","Completed","2023-07-19T10:16:32-07:00","2-pack-Ivory","X003KX4KVZ","Unsellable","2","0",,"2","0","0.00","USD"
"2023-06-14T08:22:52-07:00","2306141Q5B","Liquidations","Completed","2023-07-20T10:38:15-07:00","Bathtub-1.3-1.6in","X003FLMCS5","Sellable","1","0",,"1","0","0.00","USD"
"2023-06-14T08:22:52-07:00","2306141Q5B","Liquidations","Completed","2023-07-20T10:38:15-07:00","Cleaning brush-pack3","X003KIPJ6F","Sellable","2","0",,"2","0","0.00","USD"
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","Chopper-BeanSlicer-3in1Peeler","X003DKUC8F","Sellable","3","0",,"3","0",,
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","BeanSlicer-StoragePeeler","X003DL1VI9","Sellable","3","0",,"2","1",,
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","StoragePeeler","X003DL3PLF","Sellable","1","0",,"1","0",,
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","Screen-8pcs","X003FSGFHH","Sellable","3","0",,"3","0",,
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","Screen-12packs","X003K4UJW3","Sellable","4","1",,"0","3",,
"2023-06-08T06:49:04-07:00","2306081LSA","Liquidations","Pending","2023-06-08T07:14:18-07:00","Screen-16packs","X003K4UM4X","Sellable","7","2",,"0","5",,
"2023-06-05T22:07:38-07:00","230606XMI","Liquidations","Completed","2023-06-20T22:38:10-07:00","ZW-QWQO-GLBK","X0032LIU4D","Unsellable","2","1",,"1","0","0.00","USD"
"2023-06-05T22:07:38-07:00","230606XMI","Liquidations","Completed","2023-06-20T22:38:10-07:00","4pack-chargerprotector","X003KD97CR","Unsellable","1","1",,"0","0",,
"2023-06-05T22:07:38-07:00","230606XMI","Liquidations","Completed","2023-06-20T22:38:10-07:00","10-Pack-Adhesive punch","X003RX73ZX","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","PQ-VAPU-PB7S","X002BC0MTF","Unsellable","1","0","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","G8-CO5L-EOL6","X002HF85EP","Unsellable","1","1","0",,"0",,
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","QQ-PCQL-S43B","X002L0EXYR","Unsellable","1","1","0",,"0",,
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","KR-RB46-THOW","X002TPQ8ZL","Unsellable","2","2","0",,"0",,
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","U8-PI8J-3769","X002UDBVHR","Unsellable","2","1","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","H5-MZXZ-04N5","X002UDI1W5","Unsellable","1","0","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","KG-8JKR-RC81","X002UDIWNX","Unsellable","2","1","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","FG-BVUM-HOJX","X002UDIWO7","Unsellable","1","1","0",,"0",,
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","YN-S0RG-YT33","X0032LHFBH","Unsellable","1","1","0",,"0",,
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","Template-set3-cut2","X003A8FB8B","Unsellable","2","0","2",,"0","4.40","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","Template-set3","X003A8GAYP","Unsellable","6","4","2",,"0","2.92","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","12","7","5",,"0","4.85","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","Dumpling-Pink","X003KCT0FR","Unsellable","1","0","1",,"0","1.46","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","Dumpling-2packs","X003KCWVET","Unsellable","1","0","1",,"0","2.20","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","4pack-chargerprotector","X003KD97CR","Unsellable","2","1","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","UpgradeSpoonRest-Ivory","X003KZP4SV","Unsellable","2","1","1",,"0","0.97","USD"
"2023-06-05T20:53:14-07:00","1EZHRGUKHY","Disposal","Completed","2023-07-31T07:38:58-07:00","8-Pack-Adhesive punch","X003OWLNH1","Unsellable","1","1","0",,"0",,
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","G8-CO5L-EOL6","X002HF85EP","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","QQ-PCQL-S43B","X002L0EXYR","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","KR-RB46-THOW","X002TPQ8ZL","Unsellable","2","0",,"2","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","U8-PI8J-3769","X002UDBVHR","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","KG-8JKR-RC81","X002UDIWNX","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","FG-BVUM-HOJX","X002UDIWO7","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","Template-set3","X003A8GAYP","Unsellable","6","1",,"5","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","9","0",,"9","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","Dumpling-Pink","X003KCT0FR","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","Dumpling-2packs","X003KCWVET","Unsellable","1","0",,"1","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","4pack-chargerprotector","X003KD97CR","Unsellable","2","0",,"2","0","0.00","USD"
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","UpgradeSpoonRest-Ivory","X003KZP4SV","Unsellable","1","1",,"0","0",,
"2023-06-05T18:13:27-07:00","hnAURuQNVb","Liquidations","Completed","2023-07-03T22:37:08-07:00","8-Pack-Adhesive punch","X003OWLNH1","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-29T21:06:45-07:00","230530URK","Liquidations","Completed","2023-08-01T21:39:04-07:00","Lamp-socket-360socket","X003FFCYHZ","Sellable","220","7",,"213","0","0.00","USD"
"2023-05-29T21:06:45-07:00","230530URK","Liquidations","Completed","2023-08-01T21:39:04-07:00","2-pack-Lampnew-360socket-USB disco","X003IW16QZ","Sellable","120","2",,"118","0","0.00","USD"
"2023-05-29T21:06:45-07:00","230530URK","Liquidations","Completed","2023-08-01T21:39:04-07:00","2-pack-Lampnew-360socket","X003IWFZDP","Sellable","200","6",,"194","0","0.00","USD"
"2023-05-25T02:48:35-07:00","2305251AOL","Liquidations","Completed","2023-06-08T15:40:08-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","2","0",,"2","0","0.00","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","CY-CI3D-CHYK","X002TM7I8Z","Unsellable","1","0","1",,"0","0.97","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","V6-9SRV-QZIZ","X002UDI1VV","Unsellable","1","0","1",,"0","0.97","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","H5-MZXZ-04N5","X002UDI1W5","Unsellable","1","0","1",,"0","0.97","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","ZW-QWQO-GLBK","X0032LIU4D","Unsellable","2","0","2",,"0","7.78","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","2pack-Bathtub-1.6-2.0in","X003FLNV5N","Unsellable","1","0","1",,"0","1.46","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","2pack-chargerprotector-pink&amp;black","X003KD945H","Unsellable","1","0","1",,"0","0.97","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","Dumpling2-Blue","X003KK8B59","Unsellable","1","0","1",,"0","0.97","USD"
"2023-05-20T20:45:01-07:00","oroGD3ZnBL","Disposal","Completed","2023-07-29T22:56:18-07:00","10-Pack-Adhesive punch","X003RX73ZX","Unsellable","1","0","1",,"0","1.46","USD"
"2023-05-20T03:02:24-07:00","2305201AQH","Disposal","Completed","2023-07-11T00:44:01-07:00","Pitter-Cutter-Slicer1","X003AH7TZF","Sellable","1","0","1",,"0","0.97","USD"
"2023-05-20T03:02:24-07:00","2305201AQH","Disposal","Completed","2023-07-11T00:44:01-07:00","Pitter-Cutter-Slicer1-Watermelon","X003AH7VKN","Sellable","1","0","1",,"0","1.46","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","MN-6KST-82YI","X0028O2PTV","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","XL-RPK0-R1MV","X0028QC9OP","Unsellable","2","0",,"2","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","U5-FJS4-VBFN","X002BBZPYN","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","CY-CI3D-CHYK","X002TM7I8Z","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","X4-DJ7H-ZTGX","X002TMOWQB","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","FG-BVUM-HOJX","X002UDIWO7","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","Chopper-BeanSlicer-3in1Peeler","X003DKUC8F","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","Lamp-socket-360socket","X003FFCYHZ","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-20T02:47:41-07:00","2305201ALU","Liquidations","Completed","2023-06-01T00:00:27-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","1","0",,"1","0","0.00","USD"
"2023-05-15T19:33:16-07:00","230516QJ3","Liquidations","Completed","2023-05-23T14:02:59-07:00","9K-FBJO-XTOF","X003K6AQYR","Unsellable","3","0",,"3","0","0.00","USD"
"2023-05-14T10:50:12-07:00","230515273","Liquidations","Pending","2023-05-14T11:16:03-07:00","3in1 Peeler","X003DKUBQ3","Sellable","3","0",,"3","0",,
